date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:29	410/410	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219a-68a2da8f-a9a6dc3aa1305aa8;gz%22	https://stockpulsefx.techvardha.com/assets/circle-dollar-sign-CAIlIchl.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/circle-dollar-sign-CAIlIchl.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:29	347/347	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215b-68a2da8f-d229347fbb28163d;gz%22	https://stockpulsefx.techvardha.com/assets/clock-BkqkzQ-s.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/clock-BkqkzQ-s.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:30	15761/15761	---M-Z	200	added ('OK')	application/x-javascript	etag:%223d91-68a2da92-fa44abdefdb7f09a;gz%22	https://stockpulsefx.techvardha.com/assets/NSE-A46PKTKA.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/NSE-A46PKTKA.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:30	5217/5217	---M-Z	200	added ('OK')	application/x-javascript	etag:%221461-68a2da90-9969ce539aa7d2ab;gz%22	https://stockpulsefx.techvardha.com/assets/custom-accordion-BMMKqxDG.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/custom-accordion-BMMKqxDG.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:31	3172/3172	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c64-68a2da93-7bc98ce87ce4bb72;gz%22	https://stockpulsefx.techvardha.com/assets/stock-table-Dn-7gkOb.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/stock-table-Dn-7gkOb.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:31	966/966	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c6-68a2da8f-2cdc8b778a9db1f6;gz%22	https://stockpulsefx.techvardha.com/assets/card-CJP6eVi9.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/card-CJP6eVi9.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:32	14004/14004	---M-Z	200	added ('OK')	application/x-javascript	etag:%2236b4-68a2da92-837add7f1c60559f;gz%22	https://stockpulsefx.techvardha.com/assets/MCX-gM8sFNvT.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/MCX-gM8sFNvT.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:32	11628/11628	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d6c-68a2da90-499bf2eb4392457b;gz%22	https://stockpulsefx.techvardha.com/assets/Forex-CgUVjs8n.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/Forex-CgUVjs8n.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:33	11957/11957	---M-Z	200	added ('OK')	application/x-javascript	etag:%222eb5-68a2da94-3874988b4e143491;gz%22	https://stockpulsefx.techvardha.com/assets/USStocks-ClkEZO_T.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/USStocks-ClkEZO_T.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:33	11716/11716	---M-Z	200	added ('OK')	application/x-javascript	etag:%222dc4-68a2da90-70054712a7ff3e28;gz%22	https://stockpulsefx.techvardha.com/assets/Cryptos-DaUUjbPz.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/Cryptos-DaUUjbPz.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:34	11625/11625	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d69-68a2da8f-2c0844087d459e01;gz%22	https://stockpulsefx.techvardha.com/assets/Comex-rDCSdiCi.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/Comex-rDCSdiCi.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:35	6426/6426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22191a-68a2da92-c687285fb23f9f69;gz%22	https://stockpulsefx.techvardha.com/assets/Intraday-BIuUw1Vf.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/Intraday-BIuUw1Vf.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:36	2222/2222	---M-Z	200	added ('OK')	application/x-javascript	etag:%228ae-68a2da95-bd035c39675d24af;gz%22	https://stockpulsefx.techvardha.com/assets/ZeroDepoWithraw-ovqPycSG.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/ZeroDepoWithraw-ovqPycSG.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:36	459/459	---M-Z	200	added ('OK')	application/x-javascript	etag:%221cb-68a2da91-772b53e64d00d47e;gz%22	https://stockpulsefx.techvardha.com/assets/indian-rupee-ro5RaeVm.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/indian-rupee-ro5RaeVm.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:37	441/441	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b9-68a2da92-9f793e05ed40ca97;gz%22	https://stockpulsefx.techvardha.com/assets/shield-jRhwcJ9B.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/shield-jRhwcJ9B.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:38	8670/8670	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221de-68a2da92-4ca189ca5f0d6424;gz%22	https://stockpulsefx.techvardha.com/assets/Margin-CEhU1JB7.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/Margin-CEhU1JB7.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:38	21769/21769	---M-Z	200	added ('OK')	application/x-javascript	etag:%225509-68a2da94-7d63847cb7ac0ddc;gz%22	https://stockpulsefx.techvardha.com/assets/WhyUs-nr3R4gZ5.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/WhyUs-nr3R4gZ5.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:39	13273/13273	---M-Z	200	added ('OK')	application/x-javascript	etag:%2233d9-68a2da92-862e42d47b649a9;gz%22	https://stockpulsefx.techvardha.com/assets/Regulations-BjLkemTR.js	G:/projects/pulse/stockpulsefx.techvardha.com/assets/Regulations-BjLkemTR.js	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:39	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/p,h	G:/projects/pulse/stockpulsefx.techvardha.com/p,h.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:39	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/$&/	G:/projects/pulse/stockpulsefx.techvardha.com/$&/index.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:40	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/t.url	G:/projects/pulse/stockpulsefx.techvardha.com/t.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:40	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/t.protocol+r	G:/projects/pulse/stockpulsefx.techvardha.com/t-2.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:41	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/r	G:/projects/pulse/stockpulsefx.techvardha.com/r.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:41	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/window.location.href	G:/projects/pulse/stockpulsefx.techvardha.com/window.location.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:42	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/m.protocol+u	G:/projects/pulse/stockpulsefx.techvardha.com/m.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:42	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/u	G:/projects/pulse/stockpulsefx.techvardha.com/u.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:43	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Home-CZaHdPrq.js	G:/projects/pulse/stockpulsefx.techvardha.com/Home-CZaHdPrq.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:43	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/dist/	G:/projects/pulse/stockpulsefx.techvardha.com/dist/index.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:43	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/NSE-A46PKTKA.js	G:/projects/pulse/stockpulsefx.techvardha.com/NSE-A46PKTKA.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:44	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/MCX-gM8sFNvT.js	G:/projects/pulse/stockpulsefx.techvardha.com/MCX-gM8sFNvT.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:44	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Forex-CgUVjs8n.js	G:/projects/pulse/stockpulsefx.techvardha.com/Forex-CgUVjs8n.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:45	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/USStocks-ClkEZO_T.js	G:/projects/pulse/stockpulsefx.techvardha.com/USStocks-ClkEZO_T.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:45	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Cryptos-DaUUjbPz.js	G:/projects/pulse/stockpulsefx.techvardha.com/Cryptos-DaUUjbPz.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:46	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Comex-rDCSdiCi.js	G:/projects/pulse/stockpulsefx.techvardha.com/Comex-rDCSdiCi.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:46	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Intraday-BIuUw1Vf.js	G:/projects/pulse/stockpulsefx.techvardha.com/Intraday-BIuUw1Vf.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:47	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Margin-CEhU1JB7.js	G:/projects/pulse/stockpulsefx.techvardha.com/Margin-CEhU1JB7.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:47	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/WhyUs-nr3R4gZ5.js	G:/projects/pulse/stockpulsefx.techvardha.com/WhyUs-nr3R4gZ5.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:48	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Regulations-BjLkemTR.js	G:/projects/pulse/stockpulsefx.techvardha.com/Regulations-BjLkemTR.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:48	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/Contact-D_GWRP79.js	G:/projects/pulse/stockpulsefx.techvardha.com/Contact-D_GWRP79.html	(from https://stockpulsefx.techvardha.com/assets/index-B1KGZ00m.js)
12:46:49	98378/98378	---M--	200	added ('OK')	image/jpeg	etag:%221804a-68a2da9f-54c129d659d4ecee;;;%22	https://stockpulsefx.techvardha.com/assets/images/trading-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/trading-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/trading-hero-bg-Cr4hsduN.js)
12:46:51	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/assets/${a}	G:/projects/pulse/stockpulsefx.techvardha.com/assets/${a}.html	(from https://stockpulsefx.techvardha.com/assets/custom-accordion-BMMKqxDG.js)
12:46:52	230075/230075	---M--	200	added ('OK')	image/jpeg	etag:%22382bb-68a2da9d-24c294b9166c5f5a;;;%22	https://stockpulsefx.techvardha.com/assets/images/nse-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/nse-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/NSE-A46PKTKA.js)
12:46:52	167253/167253	---M--	200	added ('OK')	image/jpeg	etag:%2228d55-68a2da9c-9871c430bac5c42f;;;%22	https://stockpulsefx.techvardha.com/assets/images/mcx-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/mcx-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/MCX-gM8sFNvT.js)
12:46:55	245026/245026	---M--	200	added ('OK')	image/jpeg	etag:%223bd22-68a2daa0-e544f616a1509d68;;;%22	https://stockpulsefx.techvardha.com/assets/images/us-stocks-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/us-stocks-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/USStocks-ClkEZO_T.js)
12:46:55	145776/145776	---M--	200	added ('OK')	image/jpeg	etag:%2223970-68a2da9a-7d94363d0a06b121;;;%22	https://stockpulsefx.techvardha.com/assets/images/forex-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/forex-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/Forex-CgUVjs8n.js)
12:46:55	134026/134026	---M--	200	added ('OK')	image/jpeg	etag:%2220b8a-68a2da97-45a81e3ae999274d;;;%22	https://stockpulsefx.techvardha.com/assets/images/cryptos-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/cryptos-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/Cryptos-DaUUjbPz.js)
12:46:56	131568/131568	---M--	200	added ('OK')	image/jpeg	etag:%22201f0-68a2da97-c9f07ff89656c02f;;;%22	https://stockpulsefx.techvardha.com/assets/images/comex-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/comex-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/Comex-rDCSdiCi.js)
12:46:56	157859/157859	---M--	200	added ('OK')	image/jpeg	etag:%22268a3-68a2da9c-b3c35c1887c77779;;;%22	https://stockpulsefx.techvardha.com/assets/images/intraday-hero-bg.jpg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/images/intraday-hero-bg.jpg	(from https://stockpulsefx.techvardha.com/assets/Intraday-BIuUw1Vf.js)
12:46:57	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/assets/${p}	G:/projects/pulse/stockpulsefx.techvardha.com/assets/${p}.html	(from https://stockpulsefx.techvardha.com/assets/Intraday-BIuUw1Vf.js)
12:46:57	52395/52395	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ccab-68a2daa9-919a5377c644561b;gz%22	https://stockpulsefx.techvardha.com/assets/svgs/zero_deposit_withdrawal.svg	G:/projects/pulse/stockpulsefx.techvardha.com/assets/svgs/zero_deposit_withdrawal.svg	(from https://stockpulsefx.techvardha.com/assets/ZeroDepoWithraw-ovqPycSG.js)
12:46:58	1289/1289	---M-Z	200	added ('OK')	text/html	etag:%22509-68a2da8e-d4977feadc2a96d5;gz%22	https://stockpulsefx.techvardha.com/assets/${n}	G:/projects/pulse/stockpulsefx.techvardha.com/assets/${n}.html	(from https://stockpulsefx.techvardha.com/assets/Margin-CEhU1JB7.js)
